Hotel Name,Room Type,Single Bed,Double Bed,Price
Knightsbridge Apartments,Studio Apartment,Yes,No,"₹ 8,117"
2 Bedroom Apt in CBD with Sunna Pool and Gym,Apartment,No,Yes,"₹ 8,191"
Hiigh Apartments,Executive Studio,No,Yes,"₹ 10,261"
The Nunnery Accommodation,Budget Twin Room with Shared Bathroom,No,No,"₹ 6,577"
Punthill Apartment Hotel - Flinders Lane,Studio Apartment,No,Yes,"₹ 14,995"
Oaks Melbourne on Collins Hotel,Executive Studio,No,Yes,"₹ 15,048"
Quest Ivanhoe,Studio,No,Yes,"₹ 14,680"
Brunswick Park Pad,Studio Apartment,No,Yes,"₹ 11,708"
ibis Budget - Melbourne Airport,Twin Room with Bunk Bed,Yes,No,"₹ 13,890"
City Edge on Elizabeth Apartment Hotel,One-Bedroom Apartment,No,Yes,"₹ 11,850"
Rendezvous Hotel Melbourne,Commerce Queen Room,No,Yes,"₹ 15,658"
Davis Avenue Apartments,Studio Apartment,No,Yes,"₹ 9,944"
Modern double storey 3 BDRs in South Mel(TF5SM01),Three-Bedroom Apartment,No,Yes,"₹ 15,452"
Mercure Welcome Melbourne,Standard Queen Room,No,Yes,"₹ 14,943"
Footscray Motor Inn and Serviced Apartments,Executive Suite,No,Yes,"₹ 6,986"
Alexander Motor Inn,Standard Queen Room,No,Yes,"₹ 6,863"
Southbank 2bedrooms apartment opposite casino,Two-Bedroom Apartment,Yes,Yes,"₹ 7,930"
Coppersmith Hotel,Deluxe Queen Room - Disability Access,No,Yes,"₹ 10,931"
Melbourne Airport Motel,Studio,No,Yes,"₹ 9,593"
Hume Villa Motor Inn,Studio,No,Yes,"₹ 7,892"
Park Regis Griffin Suites,Studio King or Twin Room,No,No,"₹ 9,471"
Blessington St Studio Apartments,Studio Apartment,No,Yes,"₹ 11,838"
Wyndham Hotel Melbourne,One-Bedroom Apartment,No,Yes,"₹ 17,245"
Oaks Melbourne South Yarra Suites,Studio,Yes,Yes,"₹ 14,680"
Comfort Inn Greensborough,Standard Queen Room,No,Yes,"₹ 6,838"
RNR Serviced Apartments North Melbourne,One-Bedroom Apartment,No,Yes,"₹ 12,153"
Together Co-Living Melbourne,Greater Studio Double,No,Yes,"₹ 5,903"
Best Western Queen Victoria Market Hotel,Executive Queen Room,No,Yes,"₹ 11,523"
Brand new 1bd Lvl 47 CBD Tower One,One-Bedroom Apartment,No,Yes,"₹ 9,296"
The Savoy Hotel on Little Collins Melbourne,Savoy King Room,No,Yes,"₹ 16,894"
City Edge East Melbourne Apartment Hotel,Family Studio- Treasury,Yes,Yes,"₹ 8,249"
Parkville place,Three-Bedroom Apartment,Yes,Yes,"₹ 16,271"
Punthill Ivanhoe,One Bedroom Apartment,No,Yes,"₹ 13,101"
Yarra vista stays,One-Bedroom Apartment,No,Yes,"₹ 8,280"
Elizabeth Hostel,Economy Double Room with Shared Bathroom,No,Yes,"₹ 6,150"
Premier Melbourne Central 2Bedrooms Apartment,Apartment,No,Yes,"₹ 20,152"
Sofitel Melbourne On Collins,Luxury Corner King Room with City or Bay View,No,Yes,"₹ 36,515"
"New Cozy Apartment in Melbourne, reservation in telgram",One-Bedroom Apartment,No,Yes,"₹ 2,657"
Acland Street Studio Apartment FREE PARKING,Queen Studio,No,Yes,"₹ 5,313"
Imagine Lighthouse,Apartment,No,Yes,"₹ 17,976"
Summer House Melbourne Backpackers,Triple Room with Private Bathroom,Yes,Yes,"₹ 7,103"
Veriu Collingwood,Veriu Suite,No,Yes,"₹ 16,837"
Melbourne CBD Central Apartment Hotel,Standard One-Bedroom Apartment,No,Yes,"₹ 9,380"
City Square Motel,Standard Twin Room,Yes,Yes,"₹ 8,322"
Mercure Melbourne Therry Street,Standard Queen Studio,No,Yes,"₹ 14,153"
Adara Richmond,One-Bedroom Apartment,No,Yes,"₹ 13,283"
Brady Apartment Hotel Flinders Street,Studio Apartment,No,Yes,"₹ 18,889"
Element Melbourne Richmond,King Room,No,Yes,"₹ 11,523"
Best Western Melbourne Airport,Premier Studio,No,Yes,"₹ 10,154"
Mantra Melbourne Airport,Executive Studio,No,Yes,"₹ 13,101"
Best Cityview 1Queen2single beds,Apartment,Yes,Yes,"₹ 19,924"
Mantra 100 Exhibition,One-Bedroom Apartment,No,No,"₹ 12,733"
Camberwell Serviced Apartments,Deluxe Studio,No,No,"₹ 10,774"
Porter Club - The Kinson,Studio,No,Yes,"₹ 13,154"
Deco Family House,Family Room with Private Bathroom,No,Yes,"₹ 6,235"
Bell Motel,Standard Room,No,Yes,"₹ 6,887"
Punthill Essendon North,Studio Apartment,No,Yes,"₹ 12,365"
Good memories A,Double Room,No,Yes,"₹ 4,674"
Corporate Living Accommodation Hawthorn,Studio,No,No,"₹ 11,575"
Your Home Away from Home,Apartment - Ground Floor,No,Yes,"₹ 10,577"
151 Hoddle Budget Private Rooms,Double Room with Shared Bathroom,No,Yes,"₹ 7,892"
Parkside Inn Motel,Budget Double Room,No,Yes,"₹ 7,366"
Fawkner Mansions Heritage Hotel,Standard Double Room with Shared Bathroom,No,Yes,"₹ 3,690"
Causeway 353 Hotel,Deluxe King Room,No,Yes,"₹ 15,674"
Quest NewQuay,Studio Apartment,No,Yes,"₹ 13,650"
Airport Tourist Village Melbourne,Studio Unit,No,Yes,"₹ 10,479"
Selina Central Melbourne,Double Room with Shared Bathroom,No,Yes,"₹ 13,529"
Highrise view 1king1Queen 2baths,Apartment,No,Yes,"₹ 20,730"
Readyset Apartments on Little Bourke,Apartment,Yes,Yes,"₹ 36,838"
Mega Style Apartments Mainpoint,Three-Bedroom Apartment,Yes,Yes,"₹ 17,730"
WRAP on Southbank,Studio Apartment,No,Yes,"₹ 15,732"
ReadySet Apartments on Rose Lane,Three-Bedroom Apartment,Yes,Yes,"₹ 43,136"
Avani Melbourne Central Residences,Two-Bedroom Suite,No,Yes,"₹ 32,043"
IMSA Group,Two-Bedroom Apartment,Yes,Yes,"₹ 24,203"
Aligned Corporate Residences Kew,Two-Bedroom Residence with Two-Bathroom,Yes,Yes,"₹ 21,572"
Royal Derby Hotel,Double Room with Shared Bathroom,No,Yes,"₹ 7,822"
Seasons Heritage Melbourne,Economy Double Room,No,Yes,"₹ 7,603"
Cozy 2 Beds Apartment Near Melbourne Central RMIT,Two-Bedroom Apartment,No,Yes,"₹ 12,939"
High rise top view 2bed2bath,Apartment,No,Yes,"₹ 21,309"
Courtyard by Marriott Melbourne Flagstaff Gardens,Deluxe King Room,No,Yes,"₹ 13,627"
HeartCBD LUX Top Floor 2 Bedroom /Pool/Spa/GYM,Two-Bedroom Apartment,Yes,Yes,"₹ 16,136"
The Glenferrie Hotel Hawthorn,King Room,No,Yes,"₹ 12,365"
Lily Sands Inn,Double Room,No,Yes,"₹ 8,166"
W Melbourne,"Fabulous (42sqm), Guest room, 2 Double, City view",No,Yes,"₹ 28,675"
Legend Of WSP,One-Bedroom Apartment,No,Yes,"₹ 18,064"
Angel's Space,Two-Bedroom Apartment,Yes,Yes,"₹ 10,823"
Pullman Melbourne on Swanston,Superior King Room,No,Yes,"₹ 18,257"
Townhouses by Readyset at Beach,One-Bedroom House,No,Yes,"₹ 14,472"
The Royce,King Room,No,Yes,"₹ 16,732"
Exclusive 2 bed pad with views,Two-Bedroom Apartment,No,Yes,"₹ 12,619"
Lumina Suites,Duplex Suite,Yes,Yes,"₹ 27,576"
Industrial Chic Haven,Three-Bedroom House,No,Yes,"₹ 11,334"
East Brunswick Hotel,Deluxe Room,No,Yes,"₹ 16,973"
H & D Apartments,Luxury Queen Studio,No,Yes,"₹ 7,898"
Seasons Botanic Gardens,Studio Apartment,No,Yes,"₹ 13,446"
Punthill Essendon,Studio Apartment,No,Yes,"₹ 12,891"
Gordon House Apartments,1 Bedroom Premium Apartment,No,Yes,"₹ 14,417"
A Beautiful Terrace House near Royal Children’s,Two-Bedroom House,No,Yes,"₹ 13,548"
别墅近大学近轨道交通大床超大房间A Large room with Japanese bed,Queen Room,No,Yes,"₹ 3,013"
Selina St Kilda Melbourne,Double Room with Shared Bathroom,No,Yes,"₹ 12,717"
"Great Location, 1 Queen bed, Close everything",One-Bedroom Apartment,No,Yes,"₹ 10,823"
Adara St Kilda,Studio Suite,Yes,Yes,"₹ 8,855"
Highrise best location 2baths,Two-Bedroom Apartment,No,Yes,"₹ 20,730"
Lovely 1 Bed Apt+One Free Parking (TF30523),One-Bedroom Apartment,No,Yes,"₹ 11,791"
Legend of Docklands,One-Bedroom Apartment,No,Yes,"₹ 21,326"
Poets Retreat,Two-Bedroom Apartment,No,Yes,"₹ 9,944"
2 Bed Apt with CAR Parking in SouthYarra（TF150221）,Two-Bedroom Apartment,No,Yes,"₹ 11,024"
Quest Preston,Studio,No,Yes,"₹ 11,758"
15 Charles Abbotsford Homestay,Queen Room with Shared Bathroom,No,Yes,"₹ 7,871"
Plum Serviced Apartments Carlton,Deluxe Apartment,No,Yes,"₹ 17,187"
Opposite the station/Free park/Excellent location,Two-Bedroom Apartment,Yes,Yes,"₹ 8,757"
Top Location Apt with StrategyView Near Everything,Apartment,No,Yes,"₹ 20,152"
High Rise Unit in front of Crown with Free Parking,Two-Bedroom Apartment,No,Yes,"₹ 16,293"
Exceptional views 2Bdr2Bath Apt in CBD (TF600223),Two-Bedroom Apartment,No,Yes,"₹ 13,238"
Elegant 3 brsAPT with 2 small car space (TF750722),Three-Bedroom Apartment,No,Yes,"₹ 22,094"
Cozy family home close to city!,Three-Bedroom House,Yes,Yes,"₹ 20,854"
Bayside Melbourne Apartment,Two-Bedroom Apartment,No,Yes,"₹ 8,839"
Reservoir 短租,Single Room with Shared Bathroom,No,Yes,"₹ 3,625"
The Westin Melbourne,Westin King Room,No,Yes,"₹ 30,780"
1 Bed apartment in Essendon,One-Bedroom Apartment,No,Yes,"₹ 11,824"
City Edge North Melbourne Apartment Hotel,Deluxe Double Studio,No,Yes,"₹ 10,702"
"Oceanview unit w/Free parking, pool, sauna, gym",One-Bedroom Apartment,No,Yes,"₹ 12,299"
Revel & Hide - rooftop pool & city escape,One-Bedroom Apartment,No,Yes,"₹ 18,694"
Silver House - Melbourne Airport Accommodation,Deluxe Double Room,No,Yes,"₹ 7,313"
Glamorous 2Bdr with Hot tube in SouthMel (TF25223),Two-Bedroom House,No,Yes,"₹ 13,238"
WSP luxury apartment in city with free park place,Two-Bedroom Apartment,No,Yes,"₹ 28,202"
Crest on Park,Superior King Room,No,Yes,"₹ 12,105"
lovely 1 bedroom apartment with indoor fireplace,One-Bedroom Apartment,No,Yes,"₹ 8,855"
Crest On Barkly Serviced Apartments,Standard One-Bedroom Apartment,No,Yes,"₹ 13,039"
Balwyn 短租房,Double Room with Shared Bathroom,No,Yes,"₹ 3,542"
Flinders Landing Apartments,One-Bedroom Apartment,No,Yes,"₹ 17,710"
Lovely waterfront apartment with swimming pool and gym in the heart of Docklands,One-Bedroom Apartment,No,Yes,"₹ 14,021"
1BR APT Albert Lake& Crown& DFO& MEC,One-Bedroom Apartment,No,Yes,"₹ 17,489"
50 Green St Windsor,Deluxe Double Room,No,Yes,"₹ 9,053"
Modern 3 Bedroom Apartment with Amazing Views,Three-Bedroom Apartment,No,Yes,"₹ 42,062"
Entire House - The Charmer,Three-Bedroom Apartment,No,Yes,"₹ 15,497"
Tyrian Albert Park Lake,Studio Apartment,No,Yes,"₹ 16,466"
"East Melbourne studio - MCG, CBD, Shops, Transport",One-Bedroom Apartment,No,Yes,"₹ 8,855"
Kensington modern cozy unit w/direct street access,One-Bedroom Apartment,No,Yes,"₹ 9,741"
Sea&City View Apartment,One-Bedroom Apartment,No,Yes,"₹ 26,344"
Contemporary 2-Bed Apartment in Melbourne CBD,Two-Bedroom Apartment,No,Yes,"₹ 14,611"
Lifestyle 3 Bedrooms Townhouse In Port Melbourne,Three-Bedroom Villa,No,Yes,"₹ 33,662"
Top floor city 3BR amazing water views & location,Three-Bedroom Apartment,Yes,Yes,"₹ 23,122"
Entire Unit in Front of Crown w/Free Parking,Two-Bedroom Apartment,No,Yes,"₹ 35,752"
Urban Chic Retreat near Crown w/ Free Parking,Two-Bedroom Apartment,No,Yes,"₹ 17,710"
Quest on Dorcas,Executive One-Bedroom Apartment,No,Yes,"₹ 12,299"
Exquisite Elegance & Luxury Home,Three-Bedroom Apartment,No,Yes,"₹ 42,505"
Stunning 1 Bed at New landmark Aus 108(TF41141901),One-Bedroom Apartment,No,Yes,"₹ 9,253"
WSP Lux 3B2B Apa Southern Cross Station,Three-Bedroom Apartment,Yes,Yes,"₹ 74,737"
"Modern 2BR Apt nr Yarra river, Free Parking",Apartment,No,Yes,"₹ 14,562"
Modern 2 bedrooms APT in Mel CBD (TF110823),Two-Bedroom Apartment,No,Yes,"₹ 11,024"
Quest Prahran,Superior One-Bedroom Apartment,No,Yes,"₹ 14,469"
Stylish 1 Bedroom in Collingwood(TF52622),One-Bedroom Apartment,No,Yes,"₹ 14,566"
Two Story Spacious Haven,Apartment,Yes,Yes,"₹ 42,062"
Carlton Stunning View Apartment with Free Parking -2,Two-Bedroom Apartment,No,Yes,"₹ 19,580"
The Richmond Cottage,Three-Bedroom House,Yes,Yes,"₹ 31,485"
Holiday House in Canterbury with pool,Five-Bedroom House,Yes,Yes,"₹ 35,420"
Tranquil Retreat near to Airport,Three-Bedroom House,Yes,Yes,"₹ 14,611"
Stroll to F1 Grand Pri action!,Two-Bedroom Apartment,No,Yes,"₹ 42,062"
Unbeatable location!,Two-Bedroom Apartment,No,Yes,"₹ 42,062"
The One Grand Prix Living,One-Bedroom Apartment,No,Yes,"₹ 83,681"
2 beds 2 bath Apt *Free Carpark,Two-Bedroom Apartment,No,Yes,"₹ 24,220"
Fitzroy Studio central location #169,One-Bedroom Apartment,No,Yes,"₹ 18,859"
Convenient location 1 bedroom apt in CBD#2913,One-Bedroom Apartment,No,Yes,"₹ 24,691"
1 bedroom apartment #Southbank 908,One-Bedroom Apartment,No,Yes,"₹ 23,250"
Panoramic Views Two Bedrooms in Melbourne CBD-2,Two-Bedroom Apartment,No,Yes,"₹ 18,104"
Beautiful 2 Bedrooms w Kitchen! Possible Parking.,Two-Bedroom Apartment,No,Yes,"₹ 20,677"
Cheerful 2-Bedroom Home in Moonee Ponds,Two-Bedroom Apartment,No,Yes,"₹ 21,695"
Bunny’s Sweet Home,Two-Bedroom Apartment,No,Yes,"₹ 17,105"
Acacia South Yarra - Free parking and Wi-Fi,One-Bedroom Apartment,No,Yes,"₹ 7,992"
District South Yarra,One-Bedroom Apartment,No,Yes,"₹ 11,207"
The Rooftop,One-Bedroom Apartment,No,Yes,"₹ 22,138"
Comfy unit in front of Crown w/ Free Parking,Two-Bedroom Apartment,No,Yes,"₹ 16,293"
Panoramic Views Two Bedrooms Apartment in Melbourne CBD,Two-Bedroom Apartment,No,Yes,"₹ 18,104"
Charming King beds Period Villa with Amazing rumpus and outdoor chimnea in inner east city,Villa,Yes,Yes,"₹ 26,781"
The Marker Apartments Melbourne,1 Bedroom Premier Apartment,No,Yes,"₹ 25,754"
Punthill Apartment Hotel - Little Bourke,Studio Apartment,No,Yes,"₹ 12,680"
NEWLY RENOVATED LARGE 3.5 BDRM HOUSE! BEST OF MELB,Four-Bedroom House,No,Yes,"₹ 37,635"
Beautiful 2 Bedrooms w Kitchen & Carpark,Two-Bedroom Apartment,No,Yes,"₹ 36,781"
Readyset Apartment at Jane Bell,One-Bedroom Apartment,No,Yes,"₹ 22,098"
Light filled grand family with return veranda,Villa,Yes,Yes,"₹ 193,573"
A stunning kitchen featuring marble bench tops,Three-Bedroom Apartment,Yes,Yes,"₹ 120,067"
Located a few metres from Brighton beach,Deluxe Apartment,No,Yes,"₹ 99,189"
Close to Melb Airport Self contained large 2BR apartment,Two-Bedroom Apartment,No,Yes,"₹ 14,513"
Carlton Stunning View Apartment 150m away from University of Melbourne,Two-Bedroom Apartment,No,Yes,"₹ 19,580"
Cosy Hideaway Gem in Middle Park,Two-Bedroom Apartment,No,Yes,"₹ 31,306"
Luxurious Penthouse Oasis with Spa,Two-Bedroom Apartment,No,Yes,"₹ 36,778"
Readyset Apartments at Marque,One-Bedroom Apartment,No,Yes,"₹ 22,778"
Rome Sky Villa,Superior Apartment,No,Yes,"₹ 39,987"
Corporate Share House,Queen Room with Garden View,Yes,Yes,"₹ 12,397"
Readyset Apartments on Bouverie,One-Bedroom Apartment,No,Yes,"₹ 21,892"
Readyset Apartments at Vision,Two-Bedroom Apartment,No,Yes,"₹ 27,941"
Luxury Penthouse with Astonishing Bay and City Views,Penthouse Apartment,No,Yes,"₹ 152,456"
ReadySet Apartments at Emerald,Two-Bedroom Apartment,Yes,Yes,"₹ 27,500"
Large Ground Floor Resort Style Apartment with Parking,Two-Bedroom Apartment,Yes,Yes,"₹ 28,730"
City Edge South Melbourne Apartment Hotel,Studio,No,Yes,"₹ 11,918"
10A Brunswick Living Studio Close to APT and CBD Free Wifi Tram at Doorstep,Deluxe Double Studio,No,Yes,"₹ 5,411"
ReadySet Apartments on Little Collins,Two-Bedroom Apartment,Yes,Yes,"₹ 33,945"
Sunny House - Melbourne Airport Home,Budget Double Room,No,Yes,"₹ 6,150"
ReadySet Apartments at Glasshouse,Deluxe Apartment,No,Yes,"₹ 50,614"
Four Seasons Home家四季客栈,Villa,Yes,Yes,"₹ 53,131"
Melbourne SkyHigh Apartments,Deluxe One-Bedroom Apartment,No,Yes,"₹ 15,423"
Zagame's House,House Pad,No,Yes,"₹ 24,820"
ReadySet Apartments on Altona,Two-Bedroom Apartment,Yes,Yes,"₹ 20,170"
ReadySet Apartments on Southbank Boulevard,Deluxe Apartment,Yes,Yes,"₹ 29,397"
Melbourne City Apartments - Teri,Deluxe 2 Bedroom 1 Bathroom Apartment,No,Yes,"₹ 20,714"
Spencer Street Apartments,Executive One-Bedroom Apartment with Balcony,No,Yes,"₹ 38,989"
ReadySet Apartments at Sentinel,Two-Bedroom Apartment,No,Yes,"₹ 26,125"
ReadySet Apartments on Spencer,Two-Bedroom Apartment,Yes,Yes,"₹ 26,875"
ReadySet Apartments at Madison,Two-Bedroom Apartment,No,Yes,"₹ 27,943"
ReadySet Apartments on King,Deluxe Apartment,Yes,Yes,"₹ 43,882"
Readyset Apartments at Liberty,Two-Bedroom Apartment,No,Yes,"₹ 25,414"
Readyset Apartments on Anthony,Studio Apartment,No,Yes,"₹ 16,072"
Europa Melbourne,Bed in 12-Bed Mixed Dormitory Room with Shared Bathroom,No,No,"₹ 5,351"
Flinders Backpackers,Bed in 12-Bed Mixed Dormitory Room,No,No,"₹ 5,903"
Melbourne City Backpackers,Bed in 16-Bed Mixed Dormitory Room with Shared Bathroom,No,No,"₹ 5,313"
Bayside House,Bed in 6-Bed Mixed Dormitory Room,Yes,No,"₹ 4,673"
St Kilda Accommodation,Single Bed in Female Dormitory Room,Yes,No,"₹ 4,920"
St Kilda East backpackers' hostel,6-Bed Mixed Dormitory Room,No,Yes,"₹ 5,412"
Absolute Hotel Paris République,Urban Double Room,No,Yes,"₹ 6,390"
Sonder Quintinie,Studio,No,Yes,"₹ 11,509"
Hôtel Soft,Standard Double Room,No,Yes,"₹ 12,576"
Hôtel Le Daum,Comfort Double Room,No,Yes,"₹ 14,790"
Luxurious 1 Bedroom Bastille Charonne Free Netflix,Studio,Yes,No,"₹ 13,264"
chic appartement centre paris,One-Bedroom Apartment,No,Yes,"₹ 13,096"
La maison bleue,One-Bedroom Apartment,No,Yes,"₹ 18,604"
PORTE MAILLOT CHAMPS ELYSÉES PARIS,One-Bedroom Apartment,No,Yes,"₹ 17,597"
Delphine,One-Bedroom Apartment,No,Yes,"₹ 18,604"
Un bel appartement atypique,One-Bedroom Apartment,No,Yes,"₹ 14,139"
Saint Dominique,Superior Apartment,No,Yes,"₹ 37,207"
Place Wagram,One-Bedroom Apartment,No,Yes,"₹ 29,765"
Appartement proche nation,One-Bedroom Apartment,No,Yes,"₹ 12,402"
Pépite proche du Trocadéro n°1,Double Room,No,Yes,"₹ 9,922"
Terraced apartment in Montmartre,One-Bedroom Apartment,No,Yes,"₹ 14,510"
GENERAL HENRYS PARIS,One-Bedroom Apartment,No,Yes,"₹ 11,248"
appartement neuf proche Bastille,One-Bedroom Apartment,No,Yes,"₹ 9,818"
Tour Eiffel Motte Picquet 1 Paris,One-Bedroom Apartment,No,Yes,"₹ 13,211"
"Holiday Inn Paris Gare de l'Est, an IHG Hotel",Standard Double or Twin Room,Yes,Yes,"₹ 8,675"
WIT Hotel,Twin Room,Yes,No,"₹ 8,438"
Hôtel Albert 1er,Double Room,No,Yes,"₹ 11,850"
Motel One Paris-Porte Dorée,Queen Room,No,Yes,"₹ 10,523"
Hotel Anya,Double Room,No,Yes,"₹ 8,401"
Hôtel Liège Strasbourg,Double Room,No,Yes,"₹ 7,028"
Westside Arc de Triomphe Hotel,Classic Double Room,No,Yes,"₹ 9,591"
Champs Elysées 2,One-Bedroom Apartment,No,Yes,"₹ 53,058"
Hôtel Saint Marcel,Standard Double Room,No,Yes,"₹ 9,462"
Lovely studio 7th arr- Eiffel Tower/ Invalides,One-Bedroom Apartment,No,Yes,"₹ 11,087"
Hotel Inn Design Paris Place d’Italie (ex Timhotel),Twin Room,Yes,No,"₹ 8,930"
Cosy Studio in the 17th arr,One-Bedroom Apartment,No,Yes,"₹ 14,883"
ibis Styles Paris Eiffel Cambronne,Standard Queen Room,No,Yes,"₹ 12,108"
Hotel Eden Montmartre,Standard Queen Room,No,Yes,"₹ 7,855"
Hotel Ariane Montparnasse by Patrick Hayat,Classic Double Room,No,Yes,"₹ 9,108"
Clichy studio Getaway - C70,One-Bedroom Apartment,No,No,"₹ 9,095"
ibis Paris Gare de Lyon Reuilly,Standard Room with 2 Single Beds,Yes,No,"₹ 8,640"
B&B HOTEL Paris 17 Batignolles,Double Room,No,Yes,"₹ 9,013"
Comfort Hotel Nation Père Lachaise,Double Room,No,Yes,"₹ 11,832"
Calm And Cozy,One-Bedroom Apartment,No,Yes,"₹ 9,818"
Courcelles Etoile,Double Room,No,Yes,"₹ 6,809"
Tour Eiffel Motte Piquet Grenelle Paris,One-Bedroom Apartment,No,Yes,"₹ 13,211"
Maison de ville cosy Canal Saint Martin,One-Bedroom Apartment,No,Yes,"₹ 15,627"
Best Western Plus 61 Paris Nation Hotel,Superior Queen Room,No,Yes,"₹ 8,923"
Timhotel Tour Eiffel,Comfort Double Room,No,Yes,"₹ 10,028"
Hotel Korner Eiffel,Twin Room,Yes,No,"₹ 13,530"
Zoku Paris,Zoku Room,No,Yes,"₹ 12,749"
Hotel Armoni Paris,Standard Double Room,No,Yes,"₹ 12,645"
Tour Eiffel Place Cambronne Paris,One-Bedroom Apartment,No,Yes,"₹ 43,242"
Nouvel Hôtel Eiffel,Double Room,No,Yes,"₹ 9,639"
"Appartement luxe Avenue Foch /Arc de Triomphe ,champs Elysées air conditionne 4P",One-Bedroom Apartment,No,Yes,"₹ 43,904"
Hotel Abbatial Saint Germain,Superior Room,No,Yes,"₹ 13,725"
Best Western Ronceray Opéra,Standard Double Room,No,Yes,"₹ 12,336"
Cactus,Double Room,No,Yes,"₹ 7,046"
Hôtel Des Batignolles,Budget Double Room,No,Yes,"₹ 8,682"
HotelF1 Paris Saint Ouen Marché Aux Puces,Side-Car Room,Yes,No,"₹ 5,748"
Hotel Splendor Elysées,Double Room Ground floor,No,Yes,"₹ 8,682"
Hotel de Neuve by Happyculture,Classic Double or Twin Room,Yes,Yes,"₹ 10,169"
Alberte Hôtel,Double Room,No,Yes,"₹ 26,623"
Hotel Korner Montparnasse,Double Room,No,Yes,"₹ 11,779"
Hotel Monceau Wagram,Standard Double Room,No,Yes,"₹ 7,782"
OKKO Hotels Paris Rosa Parks,Classic Double Room,No,Yes,"₹ 10,877"
Hôtel Brittany,Cosy Double,No,Yes,"₹ 10,505"
Hôtel Résidence De Bruxelles,Double Room with Private Bathroom and Toilet,No,Yes,"₹ 6,809"
Hotel Terminus Montparnasse,Classic Room without elevator,No,Yes,"₹ 7,782"
Montparnasse Daguerre,Double Room,No,Yes,"₹ 10,523"
Hotel Viator - Gare de Lyon,Standard Double Room,No,Yes,"₹ 8,401"
Hôtel Des Arts-Bastille,Double Room,No,Yes,"₹ 12,489"
Hotel Rivoli,Double Room with Private Bathroom,No,Yes,"₹ 11,496"
Hotel le 18 Paris,Comfort Twin Room,Yes,No,"₹ 7,879"
Hotel Nation Montmartre,Comfort Double Room,No,Yes,"₹ 11,544"
COQ Hotel Paris,Classic Room,No,Yes,"₹ 11,903"
Arian Hôtel,Twin Room,Yes,No,"₹ 8,930"
Hilton Garden Inn Paris La Villette,Queen Room,No,Yes,"₹ 10,971"
Nord Est Hotel,Superior Double Room,No,Yes,"₹ 7,782"
Hôtel Eiffel Rive Gauche,Standard Double Room (2 persons ),No,Yes,"₹ 12,645"
Glasgow Monceau by Patrick Hayat,Glasgow Room,Yes,Yes,"₹ 8,599"
Central location near the Sacré-Coeur,One-Bedroom Apartment,No,Yes,"₹ 8,599"
Hôtel du Roussillon,Classic Double Room,No,Yes,"₹ 6,190"
Hôtel L de Lutèce,Standard Double Room,No,Yes,"₹ 17,032"
Hôtel Pastel Paris,Standard Double Room,No,Yes,"₹ 13,936"
Bell appartement de style au centre Paris,Studio Apartment,No,Yes,"₹ 14,883"
303- Relaxez vous dans un studio de charme Paris 5,Apartment,No,Yes,"₹ 11,079"
"Holiday Inn Express Paris-Canal De La Villette, an IHG Hotel",Standard Room,Yes,Yes,"₹ 13,883"
Hotel Luxia,Twin Room,Yes,No,"₹ 7,879"
Hôtel Etoile Trocadéro,Superior Double Room,Yes,Yes,"₹ 11,337"
Happy Stay Paris - Cosy Studios - 5 min to Eiffel Tower,Queen Studio,No,Yes,"₹ 12,517"
Timhotel Paris Gare Montparnasse,Comfort Double or Twin Room,Yes,Yes,"₹ 10,744"
Hotel des Bains,Double Room,No,Yes,"₹ 9,260"
Hotel Campanile Paris-Bercy Village,Twin Room,Yes,No,"₹ 10,087"
Hôtel Le Fabe,Cosy Double Room,No,Yes,"₹ 10,849"
Best Western Plus Hotel Sydney Opera,Classic Double Room,No,Yes,"₹ 15,917"
Hôtel Perreyve,Double Room,No,Yes,"₹ 11,311"
D'win,Standard Double Room,No,Yes,"₹ 9,197"
L'Ouest Hotel,Double Room with Shower,No,Yes,"₹ 12,816"
Hotel Beaugrenelle Tour Eiffel,Comfort Double or Twin Room,Yes,Yes,"₹ 9,840"
Hotel Chavanel,Classic Double Room,No,Yes,"₹ 16,536"
Hotel Aulivia Opéra,Classic Double Room,No,Yes,"₹ 8,847"
Hôtel R de Paris - Boutique Hotel,Classic Double Room,No,Yes,"₹ 17,067"
Mercure Paris Gare du Nord,Classic Twin Room,Yes,No,"₹ 10,003"
Avalon Cosy Hotel Paris,Luxury Double Room,No,Yes,"₹ 11,673"
Hotel de l'Aqueduc,Classic Room,No,Yes,"₹ 9,674"
Hotel de France Invalides,Double Room,No,Yes,"₹ 11,575"
Hotel Le Richemont,Standard Room,Yes,Yes,"₹ 8,136"
Résidence du Pré,Double Room,No,Yes,"₹ 9,922"
Prince Albert Lyon Bercy,Double Room,No,Yes,"₹ 9,659"
Hôtel Kabanel,Classic Double Room,No,Yes,"₹ 9,727"
Hôtel Beauquartier Moulin Rouge - Ex goldhotel,Chambre double - rez-de-chaussée,No,Yes,"₹ 9,426"
Hôtel Aston,Cosy Double Room,No,Yes,"₹ 12,999"
Hôtel de France Gare de Lyon Bastille,Comfort Double Room,No,Yes,"₹ 10,005"
Hôtel Bonne Nouvelle,Small Double Room,No,Yes,"₹ 10,734"
Hôtel Vendome Saint-Germain,Small Double Room,No,Yes,"₹ 14,149"
"Holiday Inn Paris - Gare de Lyon Bastille, an IHG Hotel",Standard Queen Room,No,Yes,"₹ 11,956"
