Hotel Name,Free WiFi,Family rooms,Non-smoking rooms,Restaurant,Bar,Heating,Lift,Breakfast Cuisine 1,Breakfast Cuisine 2,Breakfast Cuisine 3
Hotel Eden Montmartre,yes,no,no,no,no,yes,yes,Continental,Vegetarian,Gluten-free
Timhotel Paris du Gare du Nord,yes,yes,yes,no,no,no,yes,Buffet,,
Odalys City Paris XVII,yes,no,no,no,no,no,yes,Continental,,
Hôtel Elysia by Inwood Hotels,no,no,no,no,no,no,yes,Continental,Full English/Irish,Vegetarian
Hotel Pax Opera,yes,no,no,no,yes,yes,yes,,,
Hotel Cosy Monceau,yes,yes,no,no,no,yes,no,Continental,,
Hotel Novex Paris,yes,no,no,no,no,yes,yes,Continental,,
Hotel Regina Montmartre,yes,yes,yes,no,no,yes,yes,,,
Bonséjour Montmartre,yes,yes,yes,no,no,yes,yes,Continental,,
Hôtel Tiquetonne,yes,yes,no,no,no,no,no,Continental,,
Pullman Paris Montparnasse,no,yes,no,no,no,no,yes,Continental,Full English/Irish,Vegetarian
Hotel Andréa,yes,yes,yes,no,no,no,no,Buffet,,
Grand Hôtel De Paris,yes,yes,yes,no,no,yes,yes,Continental,,
Hotel Aix Europe,yes,no,yes,no,no,yes,no,,,
Grand Hôtel du Havre,yes,yes,no,no,yes,no,yes,Continental,Buffet,
L'Amiral,yes,yes,no,no,no,yes,yes,Continental,,
Hôtel Montana La Fayette - Paris Gare du Nord,yes,yes,no,no,no,no,yes,Continental,,
Hotel Le Richemont,yes,no,no,no,no,no,yes,Continental,Gluten-free,
Hôtel du Cygne Paris,yes,no,no,no,no,yes,no,Continental,,
Kyriad Paris 18 - Porte de Clignancourt - Montmartre,yes,yes,no,no,no,yes,yes,Continental,,
Hôtel Neptune Place d'Italie,yes,yes,yes,no,no,yes,no,Continental,,
Metropol,yes,no,yes,no,yes,yes,yes,Continental,,
Hotel Campanile Paris-Bercy Village,yes,no,no,no,yes,no,yes,Gluten-free,American,
Hotel Darcet,yes,no,no,no,yes,no,yes,,,
Elysées Ceramic,yes,yes,no,no,no,no,yes,Continental,,
Camelia Prestige - Place de la Nation,no,yes,yes,no,no,no,no,,,
121 Paris Hotel,yes,yes,yes,no,no,no,no,Continental,,
MONday Apart Premium UENO OKACHIMACHI,yes,yes,yes,no,no,yes,yes,,,
APA Hotel & Resort Ryogoku Eki Tower,yes,no,no,no,no,yes,yes,,,
APA Hotel TKP Nippori Ekimae,yes,no,yes,no,no,no,yes,American,,
Henn na Hotel Tokyo Asakusabashi,yes,no,yes,yes,no,yes,yes,Halal,Asian,
HOTEL MYSTAYS Asakusabashi,yes,no,yes,no,no,yes,yes,,,
Hotel Metropolitan Tokyo Haneda - 2023-10-17 Grand Opening,yes,no,yes,no,no,no,yes,Italian,Asian,Buffet
Hotel Sting,yes,no,no,no,no,yes,yes,,,
HOTEL APERTO (Adult Only),yes,no,no,no,no,yes,yes,American,,
Sakura Hotel Nippori,no,no,yes,yes,no,no,yes,Continental,,
Henn na Hotel Tokyo Haneda,yes,no,yes,yes,no,no,yes,Asian,American,
Tmark City Hotel Tokyo Omori,yes,no,yes,no,no,no,yes,,,
APA Hotel Asakusa Kuramae Kita,yes,no,yes,no,no,no,yes,Buffet,,
Hotel Keihan Asakusa,yes,no,yes,yes,no,yes,yes,Breakfast to go,,
hotel MONday Akihabara Asakusabashi,yes,no,yes,yes,no,no,yes,Continental,,
Hotel Nihonbashi Saibo,no,yes,yes,yes,no,no,yes,,,
APA Hotel Pride Kokkaigijidomae - National Diet Bldg.,yes,no,no,yes,no,yes,yes,American,,
APA Hotel Nihombashi Bakuroyokoyama Ekimae,yes,no,yes,yes,no,yes,yes,Breakfast to go,,
Hotel Wing International Premium Tokyo Yotsuya,yes,no,yes,yes,no,no,yes,Asian,American,
Hotel Cerezo,yes,yes,yes,no,no,yes,yes,,,
Akabane Holic Hotel,yes,no,yes,yes,yes,no,yes,Asian,American,
Hotel Sunroute Stellar Ueno,yes,no,yes,yes,no,yes,yes,,,
ICI HOTEL Ueno Shin Okachimachi,yes,no,yes,yes,no,no,yes,Vegetarian,Vegan,Halal
Hotel Sunroute Asakusa,yes,no,yes,no,no,no,yes,Asian,American,
APA Hotel & Resort Nishishinjuku-Gochome-Eki Tower,yes,no,yes,no,no,no,yes,Full English/Irish,American,
Candeo Hotels Ueno Park,yes,no,yes,no,no,no,yes,,,
APA Hotel & Resort Tokyo Bay Shiomi,yes,no,yes,no,no,no,yes,American,,
Henn na Hotel Tokyo Nishikasai,yes,no,yes,no,no,no,yes,Buffet,,
OTHER SPACE Hotelー HOTEL K3 asakusaー,yes,no,yes,no,no,no,yes,,,
Ginza Capital Hotel Moegi,yes,no,yes,yes,no,no,yes,,,
E Hotel Higashi Shinjuku,yes,no,yes,yes,no,no,yes,Continental,,
APA Hotel Ginza Shintomicho Ekimae Kita - Former APA Hotel Shintomicho Ekikita,yes,no,yes,no,no,no,yes,Buffet,,
Oak Hotel Edo,yes,yes,yes,no,no,no,yes,,,
APA Hotel Sugamo Ekimae,yes,no,yes,no,no,no,yes,,,
APA Hotel Akihabara Ekikita,yes,no,yes,no,no,no,yes,,,
APA Hotel Asakusa Kuramae,yes,no,yes,no,no,yes,yes,American,,
APA Hotel Asakusa Shin Okachimachi Ekimae,no,no,yes,yes,no,yes,yes,American,,
Comfort Hotel Tokyo Kanda,yes,no,yes,no,no,yes,yes,Continental,,
APA Hotel Shinagawa Sengakuji Eki-Mae,yes,no,yes,no,no,no,yes,,,
HOTEL CEN,yes,no,yes,no,yes,no,yes,Continental,,
APA Hotel Nihombashi Hamacho-eki Minami,no,no,yes,yes,no,yes,yes,Continental,Asian,
APA Hotel Asakusa Tawaramachi Ekimae,yes,no,yes,no,no,yes,yes,Continental,,
APA Hotel Higashi-Nihombashi-Ekimae,yes,no,yes,yes,no,no,yes,American,,
Hotel Asakusa KANNONURA,yes,no,yes,no,no,no,yes,,,
APA Hotel Kodemmacho-ekimae,yes,no,yes,yes,no,no,yes,Italian,,
Residence Condominium KALAHAAI,yes,yes,yes,no,no,no,yes,,,
HOTEL MYSTAYS PREMIER Omori,yes,yes,yes,yes,no,no,yes,,,
Hotel Emir,yes,yes,yes,no,no,yes,yes,,,
Shinjuku Granbell Hotel,yes,no,yes,no,yes,no,yes,,,
Tosei Hotel Cocone Ueno,yes,no,yes,no,no,no,yes,Continental,,
DDD HOTEL,yes,yes,yes,no,no,no,yes,Buffet,,
Hotel Grand City,yes,no,yes,yes,no,no,yes,,,
APA Hotel Ningyocho-eki Kita,yes,no,yes,no,no,yes,yes,,,
Agora Place Tokyo Asakusa,yes,yes,yes,no,no,yes,yes,,,
Dormy Inn EXPRESS Asakusa,no,no,no,yes,no,no,yes,Buffet,,
KOKO HOTEL Tsukiji Ginza,yes,yes,yes,no,no,yes,yes,,,
Sotetsu Fresa Inn Tokyo-Toyocho,yes,yes,yes,yes,no,no,yes,Continental,,
APA Hotel Shinjuku Gyoemmae,no,no,no,yes,no,yes,no,Buffet,,
ICI HOTEL Tokyo Hatchobori,yes,no,yes,no,no,yes,yes,Continental,Vegetarian,Vegan
APA Hotel Hanzomon Hirakawacho,yes,no,yes,yes,no,no,yes,Asian,American,Buffet
Ueno Hotel,yes,no,yes,no,no,yes,yes,Continental,,
APA Hotel Hatchobori-eki Minami,yes,no,yes,no,no,no,yes,Asian,,
Hotel JAL City Tokyo Toyosu,yes,no,yes,no,no,yes,yes,Buffet,,
APA Hotel Hatchobori Shintomicho,yes,no,yes,yes,no,yes,yes,Continental,Asian,
Ai Hotel Keikyu Kamata-ekimae,yes,no,yes,no,no,yes,yes,,,
Toyoko Inn Tokyo Keihin Tohoku sen Oji eki Kita guchi,yes,no,yes,no,no,no,yes,Asian,American,
APA Hotel Ningyocho-eki Higashi,yes,no,yes,no,no,yes,yes,,,
Hotel Wing International Select Asakusa Komagata,yes,no,yes,no,no,no,yes,Continental,,
Hotel Asia Center of Japan,yes,no,yes,no,no,no,yes,Asian,American,
Sotetsu Fresa Inn Tokyo Kinshicho,yes,no,yes,yes,no,yes,yes,Asian,,
ICI HOTEL Asakusabashi,yes,no,no,yes,no,no,yes,Continental,Vegetarian,Vegan
Hotel Villa Fontaine Tokyo-Hamamatsucho,no,no,yes,no,no,yes,yes,,,
APA Hotel Kanda Jimbocho Ekihigashi,yes,no,yes,yes,no,yes,yes,,,
Hotel Risveglio Akasaka,yes,no,yes,yes,no,yes,yes,Vegetarian,American,
Minn Kasai,yes,yes,yes,no,no,yes,yes,,,
Tokyo SA Ryokan,yes,no,yes,no,no,no,no,,,
Nest Hotel Tokyo Hanzomon,yes,no,yes,no,no,yes,yes,,,
APA Hotel Iidabashi Ekimae,yes,no,yes,yes,no,yes,yes,Asian,,
Theatel Haneda Ⅱ,yes,no,yes,no,no,yes,yes,,,
Villa Fontaine Grand Haneda Airport,no,no,no,no,no,no,no,Vegetarian,Asian,American
Minn Nishi-Kasai,yes,no,yes,no,no,yes,yes,,,
Hotel Keihan Tokyo Yotsuya,yes,no,yes,no,no,no,yes,Asian,Buffet,
APA Hotel Ueno Ekimae,yes,no,yes,no,no,no,yes,Continental,Asian,American
APA Hotel Mita-Ekimae,yes,no,yes,yes,no,no,yes,Breakfast to go,,
Luana Shibuya,yes,no,yes,no,no,yes,no,,,
Sotetsu Fresa Inn Kanda-Otemachi,yes,no,yes,no,no,no,yes,Buffet,,
APA Hotel - Higashishinjuku Kabukicho Higashi,yes,no,yes,yes,no,yes,yes,Asian,,
Vessel Inn Asakusa Tsukuba Express,yes,no,yes,no,no,no,yes,Buffet,,
浅草吉居ASAKUSA YOSHII,yes,no,yes,no,no,no,no,,,
Vessel Inn Takadanobaba Ekimae,no,no,yes,no,no,no,yes,Buffet,,
KOKO HOTEL Residence Asakusa Kappabashi,yes,yes,yes,no,no,no,yes,,,
KOKO HOTEL Residence Asakusa Tawaramachi,yes,yes,yes,no,no,yes,yes,,,
MIMARU Tokyo KINSHICHO,yes,yes,yes,no,no,no,yes,,,
MONday Apart Premium UENO OKACHIMACHI,yes,yes,yes,no,no,yes,yes,,,
Minn Akihabara,yes,yes,yes,no,no,yes,yes,,,
MONday Apart Akihabara Southeast,yes,yes,yes,no,no,yes,yes,,,
MONday Apart Premium 銀座新富町,yes,yes,yes,no,no,yes,yes,,,
MONday Apart Premium UENO,yes,yes,yes,no,no,no,yes,Vegetarian,Vegan,Halal
MONday Apart Premium AKIHABARA,yes,no,yes,no,no,yes,yes,,,
MONday Apart Premium AKIHABARA ASAKUSABASHI Sta.,yes,yes,yes,no,no,yes,yes,,,
MONday Apart 日本橋水天宮前,yes,no,yes,no,no,yes,yes,,,
MONday Apart Premium 日本橋,yes,no,yes,no,no,yes,yes,,,
MONday Apart Ueno Shinokachimachi,yes,yes,yes,no,no,yes,yes,,,
Tokyo Bay Shiomi Prince Hotel,yes,yes,no,no,no,no,yes,,,
PROSTYLE RYOKAN TOKYO ASAKUSA,yes,no,yes,no,no,no,yes,Continental,American,
Hotel Balian Resort Higashi Shinjuku (Adult Only),yes,no,no,no,no,yes,yes,,,
KOKO HOTEL Premier Nihonbashi Hamacho,yes,no,yes,no,no,yes,yes,,,
hotel MONday Tokyo Nishikasai,yes,no,yes,yes,no,no,yes,Buffet,,
Hotel Gracery Asakusa,no,no,no,yes,no,no,yes,Buffet,,
Hotel Musse Ginza Meitetsu,yes,no,yes,yes,no,yes,yes,Buffet,,
The Millennials Shibuya,yes,no,yes,no,no,no,yes,Vegetarian,,
Sotetsu Fresa Inn Tokyo Roppongi,yes,no,yes,yes,no,no,yes,Continental,,
Keio Plaza Hotel Tokyo Premier Grand,no,no,no,no,yes,no,no,American,,
Candeo Hotels Tokyo Roppongi,no,no,no,no,no,yes,yes,,,
ONE@Tokyo,yes,no,yes,no,no,yes,yes,,,
Tokyu Stay Suidobashi,no,no,yes,no,no,yes,yes,Breakfast to go,,
Grand Prince Hotel Shin Takanawa,no,no,yes,no,no,no,yes,,,
Grand Prince Hotel Takanawa,no,no,yes,no,no,yes,yes,,,
The Prince Park Tower Tokyo,no,no,no,no,yes,no,yes,American,,
Tokyo Prince Hotel,no,no,yes,no,no,no,yes,American,,
The Royal Park Hotel Iconic Tokyo Shiodome,no,no,yes,no,yes,yes,yes,,,
Hotel Gracery Ginza,yes,no,yes,no,no,yes,yes,,,
the b ochanomizu,yes,no,yes,no,no,yes,yes,American,,
Minn Kamata,yes,yes,yes,no,no,yes,yes,,,
plat hostel keikyu asakusa karin,yes,yes,yes,no,no,yes,no,,,
Super Hotel Tokyo Kinshicho Ekimae,yes,no,yes,no,no,no,yes,Asian,Buffet,
Sotetsu Fresa Inn Tokyo-Kyobashi,yes,no,yes,yes,no,yes,yes,,,
ART HOTEL Nippori Lungwood,yes,yes,yes,no,no,no,yes,,,
Hotel Rose Garden Shinjuku,no,no,yes,no,no,no,yes,American,,
APA Hotel Keisei Ueno Ekimae,yes,no,yes,yes,no,no,yes,,,
APA Hotel Ginza Shintomicho Ekimae - Former APA Hotel Shintomicho Ekimae,yes,no,yes,yes,no,yes,yes,American,,
Ueno Touganeya Hotel,yes,yes,yes,no,no,no,yes,,,
Hotel Belle Via Tokyo,yes,yes,yes,no,no,no,no,,,
Tosei Hotel Cocone Tsukiji Ginza Premier,no,no,yes,yes,yes,no,yes,Buffet,,
Randor Residence Tokyo Suites,yes,yes,yes,no,no,yes,yes,,,
Keio Presso Inn Nihonbashi Kayabacho,yes,no,yes,no,no,no,yes,American,,
HOTEL TAVINOS ASAKUSA,yes,no,yes,no,no,yes,yes,,,
APA Hotel Asakusabashi-Ekikita,yes,no,yes,yes,no,no,yes,Continental,,
ZAITO Tokyo Chitose Accommodation 森下駅から徒歩6分,yes,no,yes,no,no,yes,no,,,
hotel MONday Premium TOYOSU,no,no,no,no,no,yes,yes,Buffet,,
Smile Hotel Asakusa,yes,no,yes,no,no,yes,yes,Asian,American,
Sotetsu Fresa Inn Nihombashi Kayabacho,yes,no,yes,no,no,no,yes,Continental,,
Sotetsu Fresa Inn Ochanomizu Jimbocho,yes,yes,yes,no,no,yes,yes,Continental,,
APA Hotel Tokyo Itabashi Ekimae,yes,no,yes,yes,no,no,yes,,,
Hotel East 21 Tokyo,no,no,no,no,yes,no,yes,,,
Keisei Richmond Hotel Tokyo Kinshicho,yes,no,yes,no,no,no,yes,,,
HOTEL MYSTAYS Haneda,yes,no,no,yes,no,no,yes,American,,
ICHIYU HOTEL ASAKUSA,yes,no,yes,no,no,yes,yes,,,
Rhodes Otsuka Hotel,yes,yes,yes,no,no,yes,no,,,
the b suidobashi,yes,no,yes,no,no,yes,yes,American,,
Hotel Fukudaya,yes,yes,yes,no,no,yes,no,,,
the b asakusa,yes,no,yes,no,no,no,yes,Buffet,,
Wander Tokyo Shibuya,yes,no,yes,no,no,no,yes,,,
hotel MONday Haneda Airport,no,no,yes,no,no,yes,yes,Continental,,
APA Hotel Higashi Shinjuku Kabukicho Tower,yes,no,yes,yes,no,no,yes,American,,
Hotel Gracery Tokyo Tamachi,yes,no,yes,yes,no,no,yes,Buffet,,
Hotel Plaisir Akihabara,yes,no,yes,no,no,no,no,,,
HOTEL LiVEMAX Asakusabashi-Eki Kitaguchi,no,no,yes,no,no,yes,yes,,,
Tabist Hotel Momiji Asakusa,no,no,yes,no,no,no,no,,,
APA Hotel & Resort Roppongi-Eki-Higashi,yes,no,yes,no,no,no,yes,Asian,,
Hotel Mystays Premier Akasaka,yes,no,yes,yes,no,yes,yes,Buffet,,
APA Hotel Kanda-Eki Higashi,yes,no,yes,yes,no,yes,yes,,,
the b sangenjaya,yes,no,yes,yes,no,yes,yes,Continental,,
GreenHotel,yes,yes,yes,yes,no,no,no,,,
APA Hotel Tsukiji-eki Minami,yes,no,yes,yes,no,no,yes,,,
Hotaku HOTEL Akihabara,yes,yes,yes,no,no,yes,yes,,,
Shibuya Hotel En,yes,no,yes,no,no,no,yes,,,
HotelHarmony日暮里ホテルハーモニー,yes,no,no,yes,no,yes,yes,,,
APA Hotel Shinagawa Togoshi Ekimae,yes,no,yes,yes,no,no,no,,,
HOTEL MYSTAYS Higashi Ikebukuro,yes,no,yes,no,no,yes,yes,,,
Tabata Oji Hotel,yes,yes,yes,no,no,yes,yes,,,
Hotel U,yes,no,yes,no,no,no,yes,,,
The Shin-Okubo International Hotel,yes,no,yes,no,no,yes,no,,,
APA Hotel Komagome Ekimae,yes,no,yes,no,no,yes,yes,,,
APA Hotel TKP Tokyo Nishi-Kasai,yes,no,yes,no,no,yes,yes,,,
HOTEL LiVEMAX Tokyo-Otsuka Ekimae,yes,no,yes,no,no,yes,yes,,,
APA Hotel Ginza-Takaracho Tokyo Yaesu Minami-guchi,yes,no,yes,yes,no,yes,yes,Buffet,,
APA Hotel Tokyo Kudanshita,no,no,yes,yes,no,no,yes,,,
Artsy Inn東日本橋,yes,no,yes,no,no,yes,yes,,,
APA Hotel Haneda Anamori Inari Ekimae,yes,no,yes,no,no,yes,yes,Buffet,,
Hotel Route-Inn Grand Tokyo Asakusabashi,yes,no,yes,yes,no,no,yes,Buffet,,
Amanecer Hotel,yes,no,yes,no,no,no,no,,,
Randor Residence Tokyo Classic,yes,yes,yes,no,no,yes,yes,,,
Keisei Richmond Hotel Tokyo Monzennakacho,yes,no,yes,yes,no,no,yes,American,,
HOTEL MYSTAYS Kamata,yes,no,yes,no,no,yes,yes,,,
Akihabara Nakagawa Inn,yes,yes,yes,no,no,yes,yes,,,
Sakura Hotel Hatagaya,yes,no,yes,yes,no,no,yes,American,,
Grand Central Hotel,yes,no,yes,yes,no,yes,yes,Continental,Asian,American
HOTEL LiVEMAX Kamata Ekimae,yes,no,yes,no,no,no,no,,,
Best Hotel,yes,yes,yes,no,no,yes,yes,,,
KAIKA TOKYO by THE SHARE HOTELS,yes,yes,yes,yes,no,no,yes,Continental,Vegan,
APA Hotel Shimbashi Onarimon,yes,no,yes,yes,no,no,yes,Asian,,
APA Hotel Akihabaraeki-Denkigaiguchi,yes,no,no,no,no,no,yes,,,
Smile Hotel Sugamo,yes,no,yes,yes,no,yes,yes,,,
The Light Inn Tokyo,yes,yes,yes,no,no,yes,yes,,,
Shizutetsu Hotel Prezio Tokyo Tamachi,yes,no,yes,yes,no,yes,yes,,,
Rembrandt Style Tokyo Nishikasai Grande,yes,no,yes,yes,no,no,yes,Continental,Asian,
HOTEL MYSTAYS Kanda,yes,no,yes,no,no,no,yes,,,
APA Hotel Nihombashi Bakurocho Ekimae,yes,no,yes,yes,no,no,yes,Asian,,
APA Hotel Ochanomizu-Ekikita,yes,no,yes,yes,no,no,yes,Italian,Asian,
HOTEL VARKIN Ikebukuro Nishiguchi,yes,no,yes,no,no,no,no,,,
Stylish 2 Bedrooms Condo w/ awesome View & Parking,yes,no,no,no,no,no,yes,,,
The Yorkville Royal Sonesta Hotel Toronto,no,no,no,yes,yes,no,no,Vegetarian,Gluten-free,American
Private Room in Shared CoLiving Modern House,yes,no,no,no,no,yes,no,,,
Victoria Park Holiday Home,yes,no,yes,no,no,yes,yes,,,
Main Floor Spacious Room,yes,no,yes,no,no,yes,no,,,
Lovely apartment on Danforth village,yes,no,no,no,no,no,yes,,,
Modern Luxury Condo by CN tower,yes,no,no,no,no,no,no,,,
"Holiday Inn Express Toronto-North York, an IHG Hotel",no,no,yes,no,no,no,yes,Continental,,
STB-B2,yes,no,no,no,no,yes,no,,,
Canadas Best Value Inn Toronto,yes,no,yes,no,no,yes,no,,,
STB-B1,yes,no,no,no,no,yes,no,,,
Samesun Toronto,yes,no,yes,no,no,yes,no,Continental,,
Spacious 2BR Home - Full Kitchen and Living Room,yes,no,no,no,no,yes,no,,,
Best Western Plus Travel Hotel Toronto Airport,no,no,yes,no,no,no,yes,Continental,,
Toronto Don Valley Hotel and Suites,no,no,yes,no,no,yes,yes,,,
Lakeview High Rise Condo - Boatice,yes,no,no,no,no,no,no,,,
Squires Holiday Home,yes,no,yes,no,no,yes,yes,,,
Dream Catcher Travel House,yes,no,yes,no,no,yes,no,,,
Super 8 by Wyndham Toronto East ON,yes,no,yes,no,no,yes,no,Continental,,
Spacious 2BR Apartment - Stunning View of CN Tower,yes,no,no,no,no,yes,yes,,,
Woodbine Hotel & Suites,no,no,yes,no,no,yes,yes,Continental,,
toronto midtown spacious room,yes,no,no,no,no,yes,no,,,
Chinatown suites,yes,no,no,no,no,yes,no,,,
Kensington Place Suites,yes,yes,yes,no,no,no,no,,,
Stay Inn Hotel Toronto,yes,no,no,no,no,yes,no,,,
Chelsea Hotel Toronto,no,no,no,no,no,no,yes,Buffet,,
Parkview Suites,yes,yes,yes,no,no,yes,no,,,
PRIVATe ENTIRE BACHELOR DOWNTOWN,yes,no,no,no,no,no,no,,,
Sandman Signature Toronto Airport Hotel,no,no,yes,yes,no,no,yes,,,
Hampton Inn & Suites by Hilton Toronto Downtown,yes,no,no,no,no,yes,yes,American,Buffet,
The Parkdale Hostellerie,yes,no,yes,no,no,no,no,,,
Kensington Market House,yes,no,yes,no,no,yes,no,,,
Novotel Toronto North York,no,yes,yes,yes,no,yes,yes,,,
The Willowdale Hotel Toronto North York,yes,yes,yes,no,no,yes,no,,,
Nice rooms with private bath in Mid Town Toronto,yes,no,yes,no,no,yes,no,,,
One King West Hotel and Residence,no,no,no,no,yes,no,yes,,,
Royal Oak Inn,yes,no,yes,no,no,yes,no,,,
Comfort Home Toronto,yes,no,yes,no,no,yes,no,,,
The Estate - Yorkville,yes,yes,yes,no,no,no,no,,,
Cozy 5 Bedroom House in Downtown Toronto by GLOBALSTAY,yes,yes,yes,no,no,no,no,,,
Metro Zen on Jarvis - Cozy 2BR - 5 min to City Center,yes,no,no,no,no,no,yes,,,
Pembroke Inn,yes,no,yes,no,no,yes,no,,,
Stylish Triplex 3BR Apt - Near Trinity Bellwoods,yes,yes,yes,no,no,yes,no,,,
Canopy By Hilton Toronto Yorkville,no,no,yes,no,no,no,yes,Full English/Irish,Vegetarian,Vegan
Toronto's Gem,yes,no,no,no,no,yes,yes,,,
CN Tower view DToronto 2BDRM Condo with Parking & office space,yes,no,no,no,no,no,no,,,
"Holiday Inn Toronto Airport East, an IHG Hotel",no,no,yes,no,no,yes,no,Vegetarian,Gluten-free,American
Dragon Gate Inn,yes,no,yes,no,no,yes,no,,,
Hampton Inn by Hilton Toronto Airport Corporate Centre,no,no,no,no,no,no,no,Continental,American,
The Rex Hotel Jazz & Blues Bar,no,no,yes,yes,yes,yes,no,American,,
West Queen West Hotel,yes,no,yes,no,no,yes,no,,,
Deluxe Inn,yes,no,yes,no,no,yes,no,,,
Elevate room,yes,no,yes,no,no,yes,no,,,
"Holiday Inn Express & Suites - Toronto Airport South, an IHG Hotel",yes,no,yes,no,no,no,yes,Continental,,
EST Hotel,yes,no,yes,no,no,yes,no,Continental,Breakfast to go,
Montecassino Hotel & Suites,yes,no,yes,no,no,yes,yes,Continental,,
Madison Manor Boutique Hotel,yes,no,yes,no,yes,yes,no,,,
Downtown Property,yes,no,yes,no,no,yes,yes,,,
The Leaside Garden Guesthouse,yes,yes,yes,no,no,yes,no,,,
Yorkmills and Bayview !D Cozy & Stylish Private Bdr with Shared Bathroom,yes,no,yes,no,no,no,no,,,
The Fairview,yes,no,yes,no,no,no,no,,,
STB-Double BED with Private Washroom,yes,no,no,no,no,yes,no,,,
Filmores Hotel,yes,no,yes,no,yes,yes,no,,,
Hotel Victoria,yes,no,yes,yes,no,yes,yes,,,
Pan Pacific Toronto,no,yes,no,yes,no,yes,yes,Continental,Vegetarian,Vegan
Luxury 3BR Apartment- High Park North,yes,yes,yes,no,no,yes,no,,,
Phoebe Wang,yes,no,yes,no,no,yes,no,American,Buffet,
Two BR Two BR plus study Yorkville condo,yes,no,no,no,no,yes,yes,,,
Great Canadian Casino Resort Toronto,yes,no,yes,no,yes,no,no,,,
The Fairview,yes,no,yes,no,no,yes,yes,,,
Cozy Studio the heart of Toronto,yes,no,no,no,no,no,no,,,
Beautiful Luxurious Modern Condo With Breathtaking Views,no,no,yes,no,no,yes,yes,,,
Two Bedroom Apartment,yes,no,yes,no,no,no,no,,,
Town Inn Suites Hotel,no,yes,yes,no,no,yes,yes,Continental,,
Ultimate Getaway - King Size 3 Bdr and 4 Bth Home,yes,no,no,no,no,yes,no,,,
Salmon magwood Guesthouse,yes,no,yes,no,no,yes,no,,,
The Novotel Toronto Centre,no,no,no,yes,yes,yes,yes,Vegetarian,American,Buffet
Newly Renovated Detached Home Near Finch Subway Station,yes,no,no,no,no,yes,no,,,
STB-Double BED with Shared Washroom,yes,no,no,no,no,yes,no,,,
Perfectly Located Cozy Open-Concept Condo,yes,no,no,no,no,yes,no,,,
Spacious Master Bedroom with private bathroom near Finch subway station,yes,no,yes,no,no,yes,no,,,
The Drake Hotel,no,no,yes,no,yes,yes,no,,,
Restly Rooms II for Rent Space Share Toronto,yes,no,no,no,no,yes,no,,,
Private Room near AGO,yes,no,no,no,no,yes,no,,,
entire house in toronto,yes,no,yes,no,no,yes,no,,,
GLOBALSTAY Exclusive 4 Bedroom Townhouse in Downtown Toronto with Parking,yes,yes,yes,no,no,yes,no,,,
Stunning Retro Rooftop Apartment in Toronto,yes,yes,no,no,no,no,no,,,
"Lovely 2-Bed, 2 Bath w/Parking Downtown",yes,yes,no,no,no,yes,yes,,,
Residence Inn by Soho,yes,no,yes,no,no,no,no,,,
Metropolis Loft,yes,no,no,no,no,no,no,,,
Three BR Condo step to CN tower Rogers Center with Free parking,yes,no,yes,no,no,yes,yes,,,
Downtown Toronto King Suite,no,no,yes,no,no,yes,yes,,,
Stylish Newly Furnished Condo with Beautiful Lake View,yes,no,yes,no,no,yes,no,,,
Stylish Downtown Toronto Residential Hotel,yes,no,yes,no,no,yes,yes,,,
Luxury Suite with Private Patio in Downtown Toronto,no,yes,yes,no,no,yes,yes,,,
Front Street Suites,yes,yes,yes,no,no,no,no,,,
Elegant Downtown Home,yes,no,yes,no,no,yes,no,,,
Fairmont Royal York Gold Experience,no,no,no,no,no,no,yes,Continental,Vegetarian,American
The Westlake,yes,yes,yes,no,yes,yes,no,,,
Hotel X Toronto by Library Hotel Collection,no,yes,no,no,no,no,yes,Vegetarian,Vegan,American
"The Anndore House, part of JDV by Hyatt",yes,no,yes,yes,yes,yes,yes,American,,
The Broadview Hotel,no,no,no,no,yes,no,yes,,,
Bisha Hotel Toronto,no,no,no,no,yes,yes,no,,,
Four Seasons Hotel Toronto at Yorkville,no,yes,no,yes,no,no,no,,,
Radisson Blu Downtown Toronto,no,no,yes,yes,no,yes,yes,,,
Windsor Arms Hotel,no,no,no,yes,yes,no,no,,,
Old Mill Toronto Hotel,no,no,no,no,yes,no,no,Continental,Vegetarian,American
The Hazelton Hotel,no,no,no,yes,yes,yes,no,,,
Park Hyatt Toronto,no,no,yes,no,yes,no,no,,,
Toronto Marriott City Centre Hotel,no,no,yes,no,yes,no,yes,Continental,American,
"InterContinental Toronto Centre, an IHG Hotel",no,no,no,no,no,no,yes,Continental,Vegetarian,American
The Yorkville Royal Sonesta Hotel Toronto,no,no,no,yes,yes,no,no,Vegetarian,Gluten-free,American
1 Hotel Toronto,no,no,no,no,yes,no,no,,,
The SoHo Hotel,yes,no,no,no,no,yes,yes,,,
Embassy Suites By Hilton Toronto Airport,no,no,yes,yes,no,no,no,Continental,American,
Gladstone House,no,no,yes,no,yes,no,yes,,,
"Kimpton Saint George Hotel, an IHG Hotel",no,no,no,yes,yes,no,yes,Continental,American,
Fairmont Royal York Hotel,no,no,no,no,yes,no,yes,American,,
,No,No,No,No,No,No,No,,,
Homehouse,yes,yes,yes,no,no,no,no,,,
2 BDR Apartment in the Beaches,yes,no,no,no,no,no,no,,,
Cozy Private Rm Heart of North York Free Parking Full Kitchen Close to Downtown,yes,no,no,no,no,yes,no,,,
